"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.866381279E1,3.789579773E1,1.147290039E1,-2.562017822E1
3.876392579E1,3.795367432E1,1.157666016E1,-2.577819824E1
3.886403979E1,3.795355225E1,1.177430725E1,-2.564349365E1
3.896415279E1,3.794650269E1,1.192478943E1,-2.566427612E1
3.906426679E1,3.798426819E1,1.221493530E1,-2.553588867E1
3.916437979E1,3.796900940E1,1.254954529E1,-2.551638794E1
3.926449387E1,3.807983398E1,1.252235413E1,-2.517166138E1
3.936460687E1,3.801501465E1,1.261833191E1,-2.508984375E1
3.946472087E1,3.799957275E1,1.265162659E1,-2.535803223E1
3.956483387E1,3.790844727E1,1.285614014E1,-2.532785034E1
3.966494787E1,3.790534973E1,1.332217407E1,-2.539642334E1
3.976506087E1,3.777932739E1,1.358091736E1,-2.527005005E1
3.986517487E1,3.768774414E1,1.373143005E1,-2.540377808E1
3.996528787E1,3.765824890E1,1.379953003E1,-2.527148438E1
4.073778187E1,3.762104797E1,1.867254639E1,-2.136907959E1
4.083789587E1,3.739010620E1,1.907757568E1,-2.114019775E1
4.093800987E1,3.749760437E1,1.931126404E1,-2.061437988E1
4.103812288E1,3.746411133E1,1.960781860E1,-2.034799194E1
4.113823688E1,3.792944336E1,1.977186584E1,-1.898648071E1
4.123834987E1,3.817723083E1,2.016567993E1,-1.827487183E1
4.133846387E1,3.930529785E1,2.079675293E1,-1.434765625E1
4.143857762E1,4.065737915E1,2.131044006E1,-7.785522461E0
4.153869063E1,4.002484131E1,2.311036682E1,-5.325469971E0
4.163880462E1,3.844462585E1,2.617074585E1,-1.455505371E0
4.173891862E1,3.595257568E1,3.012533569E1,3.210052490E0
4.183903163E1,3.279862976E1,3.475370789E1,7.706512451E0
4.193914563E1,2.666738892E1,3.883464050E1,1.808779907E1
4.203925963E1,2.468449402E1,3.938088989E1,2.479101562E1
4.213937262E1,2.393115234E1,3.777894592E1,2.944543457E1
4.223948662E1,2.351695251E1,3.680880737E1,3.059292603E1
4.233960062E1,2.153889465E1,3.770722961E1,2.993206787E1
4.243971437E1,1.912474060E1,3.944973755E1,2.730249023E1
4.253982837E1,1.907656860E1,4.018060303E1,2.180245972E1
4.263994237E1,1.982376099E1,4.020741272E1,1.669192505E1
4.274005538E1,2.027821350E1,3.988485718E1,1.441986084E1
